Country,feature_set,model,MAE,RMSE,R2,n
SSD,autoregressive,xgboost,11.286947186253652,14.267438764639248,0.2733248848464942,238
SSD,autoregressive,lightgbm,11.190074382999091,14.190297113736092,0.281161662532189,238
SSD,drivers_only,decision_tree,14.480421107716722,18.16984173491825,-0.17855686675844384,238
SSD,drivers_only,random_forest,12.329971178286664,15.79161639547515,0.10977164085771096,238
SSD,drivers_only,xgboost,11.970296795628652,15.406967887165706,0.152611417061291,238
SSD,drivers_only,lightgbm,12.32231924679438,15.70674416645201,0.1193150119585571,238
SSD,nowcast,decision_tree,10.60465960824069,13.381750300735877,0.36074505347283536,238
SSD,nowcast,random_forest,9.76196984451753,12.27822346716711,0.46183020343129655,238
SSD,nowcast,xgboost,9.945861543927874,12.434102615123559,0.44807870882639944,238
SSD,nowcast,lightgbm,9.984419388523342,12.408867845481744,0.45031666264909564,238
SSD,nowcast_change,decision_tree,11.82396062303206,14.878468736601302,0.2097495949082957,238
SSD,nowcast_change,random_forest,10.798680413700716,13.498733101160772,0.3495195108867555,238
SSD,nowcast_change,xgboost,11.012787105656471,13.612537371917716,0.33850521640929887,238
SSD,nowcast_change,lightgbm,10.946095950251827,13.717979969971296,0.3282176605968685,238
SSD,-,persistence,14.948783305766815,18.34813071475427,-0.20179918322496415,238
TCD,autoregressive,decision_tree,6.633307324974857,8.303208098757413,-0.2969516757453694,352
TCD,autoregressive,random_forest,6.674232599997958,8.415260543511412,-0.33219280212205304,352
TCD,autoregressive,xgboost,6.599490889771418,8.332011215568144,-0.30596531071251465,352
TCD,autoregressive,lightgbm,6.493555480683134,8.202068561886065,-0.26554834462208543,352
TCD,drivers_only,decision_tree,8.38755581511105,11.087550886932288,-1.3126142728423154,352
TCD,drivers_only,random_forest,7.287262844882085,9.718681605081361,-0.77683319153051,352
TCD,drivers_only,xgboost,7.3719045280224895,9.66420779388045,-0.7569704940347433,352
TCD,drivers_only,lightgbm,7.072041447125178,9.392134573691894,-0.6594362116068604,352
TCD,nowcast,decision_tree,6.562636384862679,8.54462132433221,-0.37346498134201234,352
TCD,nowcast,random_forest,6.022173628991709,7.774589199098956,-0.13706908209785884,352
TCD,nowcast,xgboost,5.789766683497212,7.443469065206334,-0.042275970110772665,352
TCD,nowcast,lightgbm,5.690862543247087,7.377699489245276,-0.02393849920918223,352
TCD,nowcast_change,decision_tree,6.616461639500302,8.7866485633148,-0.4523739888983844,352
TCD,nowcast_change,random_forest,5.828422662403754,7.4958348588664085,-0.05699265538360199,352
TCD,nowcast_change,xgboost,5.6603355063760485,7.364887147101297,-0.020385180473409203,352
TCD,nowcast_change,lightgbm,5.670676043020444,7.278851484658706,0.003315587863132907,352
TCD,-,persistence,7.445537903708134,9.733886127316902,-0.7823971216111765,352
TGO,autoregressive,decision_tree,4.947695667476426,6.253151956287741,-1.0379664830450843,144
TGO,autoregressive,random_forest,4.909766317238211,6.210112392599948,-1.0100089569542985,144
TGO,autoregressive,xgboost,4.906863672865762,6.1621627409160435,-0.9790893404895022,144
TGO,autoregressive,lightgbm,4.965169995912473,6.271073614560965,-1.0496649282513704,144
TGO,drivers_only,decision_tree,6.397801221979113,8.72390922648158,-2.9666268591928735,144
TGO,drivers_only,random_forest,5.465136147363891,6.84711044121762,-1.4435078471376106,144
TGO,drivers_only,xgboost,6.151707563135359,7.388902049492562,-1.845501972657686,144
TGO,drivers_only,lightgbm,6.093903215481396,7.279336867256297,-1.7617394761597258,144
TGO,nowcast,decision_tree,4.927792639510285,6.597863951415856,-1.2688500001176362,144
TGO,nowcast,random_forest,4.468067180750196,5.723400014001086,-0.7072899061154534,144
TGO,nowcast,xgboost,4.223241369757387,5.344209682288011,-0.4885589945397797,144
TGO,nowcast,lightgbm,4.224973337749606,5.39021536170236,-0.5142978546050674,144
TGO,nowcast_change,decision_tree,4.441511770220466,5.735611836409399,-0.7145832504944762,144
TGO,nowcast_change,random_forest,4.049045548676446,5.229558908628795,-0.42537517682575254,144
TGO,nowcast_change,xgboost,3.918935370941957,5.0147946429265335,-0.31070627534380924,144
TGO,nowcast_change,lightgbm,3.886017272814182,4.944889147447942,-0.27441886793174497,144
TGO,-,persistence,5.1875,6.927702040038642,-1.5013673288828122,144
UGA,autoregressive,decision_tree,8.350916993959057,10.700984418413084,0.28219228303610877,75
UGA,autoregressive,random_forest,8.316352074576237,10.540712515495983,0.3035329142690959,75
UGA,autoregressive,xgboost,8.368795344034831,10.615847298949133,0.29356861531770606,75
UGA,autoregressive,lightgbm,8.368473500143716,10.631243367179447,0.29151806723284335,75
UGA,drivers_only,decision_tree,19.076558240090925,22.531803453452714,-2.182383895487556,75
UGA,drivers_only,random_forest,14.461454325791212,18.40725424478232,-1.1239225772333188,75
UGA,drivers_only,xgboost,14.768415718078613,18.206582023459827,-1.0778658416397828,75
UGA,drivers_only,lightgbm,14.681138983114906,18.12856263024943,-1.0600957314243917,75
UGA,nowcast,decision_tree,10.663003288288145,13.52557635793203,-0.14675916749891948,75
UGA,nowcast,random_forest,8.792136577785966,11.082946816145887,0.23003469161582446,75
UGA,nowcast,xgboost,8.794807942708333,11.364450608776608,0.19042413860679575,75
UGA,nowcast,lightgbm,8.81925317882615,11.366239986380872,0.19016917670639177,75
UGA,nowcast_change,decision_tree,10.52682351980345,12.89679804431006,-0.04261617412483809,75
UGA,nowcast_change,random_forest,9.14807242316567,11.378126414551861,0.18847450385182418,75
UGA,nowcast_change,xgboost,9.212778091430664,11.91450482404334,0.11015850363614532,75
UGA,nowcast_change,lightgbm,9.408568149130158,12.155647572047714,0.07377423032925756,75
UGA,-,persistence,10.402725050483578,13.643787168063312,-0.16689164943074175,75
YEM,autoregressive,decision_tree,6.226050869853538,8.261827066612724,-0.25582018150563157,449
YEM,autoregressive,random_forest,6.105571421763549,8.264135876897328,-0.25652217046292036,449
YEM,autoregressive,xgboost,6.209059793858858,8.43384000428703,-0.30865742424592146,449
YEM,autoregressive,lightgbm,6.087432719539599,8.143987977735428,-0.22025193587406178,449
YEM,drivers_only,decision_tree,12.964912035735372,16.81256179147421,-4.200475378849397,449
YEM,drivers_only,random_forest,13.263381501516099,15.99648617401505,-3.707869842760589,449
YEM,drivers_only,xgboost,13.31294433576758,15.617864103761356,-3.487645438305872,449
YEM,drivers_only,lightgbm,14.264658464093348,16.385687218355024,-3.9397455482960897,449
YEM,nowcast,decision_tree,9.289633642704171,11.712942545384433,-1.524104223463314,449
YEM,nowcast,random_forest,6.590816537124162,8.815942470636088,-0.42992333178989783,449
YEM,nowcast,xgboost,6.026036353844046,8.143983415551165,-0.22025056872749071,449
YEM,nowcast,lightgbm,5.9079170615001315,7.908876791650208,-0.1508133133291869,449
YEM,nowcast_change,decision_tree,9.224903506460763,11.601656087264931,-1.4763682788011772,449
YEM,nowcast_change,random_forest,5.665354436873142,7.580303098303714,-0.057178689365428026,449
YEM,nowcast_change,xgboost,6.004602069047618,8.035440703918697,-0.1879404179943598,449
YEM,nowcast_change,lightgbm,6.492483425816553,8.402287571485463,-0.2988839197746367,449
YEM,-,persistence,6.358351080403439,9.073245913392821,-0.514609306833048,449
ZMB,autoregressive,decision_tree,13.54842580503584,17.672792133465165,-0.8682367161284636,241
ZMB,autoregressive,random_forest,13.539755845539005,17.64505011502746,-0.8623759582140491,241
ZMB,autoregressive,xgboost,13.489181198025145,17.592261475725337,-0.8512492986943221,241
ZMB,autoregressive,lightgbm,13.445831822157807,17.571180294800445,-0.8468151742582417,241
ZMB,drivers_only,decision_tree,11.47045411009525,15.053145798482287,-0.35542689969814445,241
ZMB,drivers_only,random_forest,9.836940323623093,12.49396181340349,0.06626870963785358,241
ZMB,drivers_only,xgboost,10.279814019737401,13.236110376799356,-0.04795425291284161,241
ZMB,drivers_only,lightgbm,10.365336046025362,13.34566648483613,-0.06537401294022338,241
ZMB,nowcast,decision_tree,13.7665942235423,17.77342704318778,-0.8895740495754008,241
ZMB,nowcast,random_forest,13.356482208088488,17.281706198341272,-0.7864661818869341,241
ZMB,nowcast,xgboost,13.17755700542719,16.763002143500316,-0.6808353195532044,241
ZMB,nowcast,lightgbm,13.748296911780809,17.595256272211696,-0.8518796425304986,241
ZMB,nowcast_change,decision_tree,13.330370452904742,17.190633985588118,-0.7676869329163134,241
ZMB,nowcast_change,random_forest,12.253209085176838,15.738331515225365,-0.4816272008951137,241
ZMB,nowcast_change,xgboost,12.045404422332638,15.057551796499823,-0.3562204723247424,241
ZMB,nowcast_change,lightgbm,12.772888069089106,15.781409731470607,-0.4897491809729624,241
ZMB,-,persistence,14.317023957487919,19.140702367406835,-1.1914789557285062,241
